,name,artists,genre,spotifyID,lyrics
Tom Misch (feat. De La Soul) — ""It Runs Through Me"" (2018)
SG Lewis — ""Coming Up"" (2018)
Rudy Mancuso & Maia Mitchell — ""Magic"" (2018)
Jordan Davis — ""Going 'Round"" (2018)
LA Riots — Do Your Thing/All Good (2018)
Joyner Lucas & Chris Brown — ""Stranger Things"" (2018)
Fisher — ""Crowd Control"" (2018)
MVEK — ""Tongue"" (2018)
Flo Rida — ""Dancer"" (2018)
Jack White — ""Over and Over and Over"" (2018)
Gucci Mane (feat. Migos & Lil Yachty) — ""Solitaire"" (2018)
Meghan Trainor — ""No Excuses"" (2018)
CHVRCHES (feat. Matt Berninger) — ""My Enemy"" (2018)
DJ Khaled (feat. JAY Z, Future & Beyoncé) — ""Top Off"" (2018)
Zapp — Zapp II (1982)
Illegal — The Untold Truth (1993)
Another Bad Creation — It Ain't What U Wear, It's How U Play It (1993)
Another Bad Creation — Coolin' at the Playground Ya Know! (1991)
Zapp — Zapp (1980)
Marqo 2 Fresh — Marqo da Monster (2016)
N II U — N II U (1994)March 3Young Nudy (feat. Hoodrich Pablo Juan) — ""Do It"" (2016)
RX Peso — Rixh Drugs (2018)March 2Playboi Carti — ""Shawty in Love"" (2018)
Confetti — ""People Suck"" (2018)
Max Frost — ""Good Morning"" (2018)
Svrcina — ""Whispers"" (2018)
Ramz — ""Power"" (2018)
Jake Miller (feat. Jabbar Hakeem) — ""The Girl That's Underneath"" (2018)
Sigala (feat. Paloma Faith) — ""Lullaby"" (2018)
VanJess (feat. Berhana & Leikeli47) — ""Easy"" (2018)
Yung Fume & Zaytoven (feat. Young Nudy) — ""Something Else"" (2018)
Timeflies — ""Are You Down"" (2018)
Pentatonix — ""Havana"" (2018)
Tritonal (feat. Riley Clemmons) — ""Out My Mind"" (2018)
Preme — ""No Defeat"" (2018)
Ski Mask The Slump God — ""DoIHaveTheSause?"" (2018)
Sophie Simmons — ""Black Mirror"" (2018)
The Night Game — ""Bad Girls Don't Cry"" (2018)
Clara Mae — ""I Forgot"" (2018)
George Taylor — ""Stay Warm"" (2018)
KLP (feat. Milwaukee Banks) — ""Carried Away"" (2018)
Hembree — ""Continents"" (2018)
Carlie Hanson — ""Us"" (2018)
Vancouver Sleep Clinic — ""Ayahuasca"" (2018)
Alex Lustig (feat. Akacia) — ""In the End"" (2018)
Robinson — ""Nothing to Regret"" (2018)
Nessly (feat. Joji) — ""Make It Right"" (2018)
NoMBE (feat. Big Data) — ""Drama"" (2018)
RAYE, Mabel & Stefflon Don — ""Cigarette"" (2018)
Riz La Vie — ""Napkins"" (2018)
JOHN.k — ""Best of Me"" (2018)
Yuno — ""No Going Back"" (2018)
Emma McGrath — ""Love You Better"" (2018)
Superorganism — ""Reflections on the Screen"" (2018)
King Princess — ""1950"" (2018)
Mickey Shiloh (feat. Rami Beatz) — ""Funny When"" (2018)
Jade Bird — ""Lottery (Acoustic)"" (2018)
Ray J (feat. Kid Ink) — ""Feeling Like Love"" (2018)
Foggieraw (feat. DJ Yung Vamp) — ""Moncler Bubble"" (2018)
The Aces — ""Lovin Is Bible"" (2018)
Noel Gallagher's High Flying Birds — ""God Help Us All (Demo Version)"" (2018)
Nohidea & killedmyself — ""and then, it swallowed me"" (2018)
Spice 1 — ""2 Many Movies"" (2018)
Haux — ""Ricochet"" (2018)
Ashley Monroe — ""Hands on You"" (2018)
Zilo — ""Keep Up Wimi"" (2018)
24hrs (feat. Lil Pump) — ""Lie Detector"" (2018)
Janelle Monáe — ""Django Jane"" (2018)
GASHI — ""1134"" (2018)
CeeLo Green — ""Brick Road"" (2018)
Lewis Capaldi (feat. Jessie Reyez) — ""Rush"" (2018)
Kacey Musgraves — ""Space Cowboy"" (2018)
Bishop Briggs — ""White Flag"" (2018)
5 Seconds of Summer — ""Want You Back"" (2018)
Bazzi — ""Gone"" (2018)
David Guetta, Martin Garrix & Brooks — ""Like I Do"" (2018)
Kacey Musgraves — ""Buterflies"" (2018)
Janelle Monáe — ""Make Me Feel"" (2018)
Logic — ""44 More"" (2018)
Post Malone (feat. Ty Dolla $ign) — ""Psycho"" (2018)
Stalley — Tell the Truth Shame the Devil, Vol. 2 (2018)
Stalley — Tell the Truth Shame the Devil (2017)
Cautious Clay — Blood Type (2018)March 1Holly Miranda — Mutual Horse (2018)
Caroline Rose — LONER (2018)
Bea Miller — aurora (2018)FebruaryFebruary 28B.o.B — B.o.B Presents: The Adventures of Bobby Ray (2010)
Young Nudy — Nudy Land (2017)
Beyoncé — B'Day (2006)
DENM — Is Whatever (2018)February 27Snoop Dogg— 220 (2018)
Kendrick Lamar, The Weeknd & SZA — Black Panther: The Album (Music from and Inspired By) (2018)
Young Nudy — Slime Ball 2 (2017)
Young Nudy — Slime Ball (2016)February 26Tinashe — Aquarius (2014)
Fat Joe & Remy Ma (feat. French Montana, InfaRed, Snoop Dogg, The Game & E-40) — ""All the Way Up (Westside Remix)"" (2016)
Pale Waves  — ALL THE THINGS I NEVER SAID (2018)
Kero Kero Bonito — TOTEP (2018)
Sonder — Into (2017)
Ravyn Lenae — Crush EP (2018)
Charlotte Day Wilson — Stone Woman (2018)
Good Gas — Good Gas, Vol. 1 EP (2018)
2 Chainz — The Play Don't Care Who Makes It (2018)
BoA — ONE SHOT, TWO SHOT - The 1st Mini Album (2018)February 256ix9ine — DAY69 (2018)
Various Artists — Fifty Shades Freed (Original Motion Picture Soundtrack) (2018)
A$AP Ant — The Prelude (2018)
Hoodrich Pablo Juan & Brodinski — The Matrix (2018)February 24Scrape Gang Marcos (feat. Marqo 2 Fresh) — ""Went to Sleep"" (2017)
Timbaland & Magoo — Welcome to Our World (1997)
Playa — Cheers 2 U (1998)
Tha Dogg Pound — Dogg Food (1995)
Madilyn Bailey — Wiser EP (2016)
Pi'erre Bourne — ""Hacked My Instagram, Pts. 1 & 2"" (2017)February 23DrugRixh Hect (RX Hector) — Hector Vol. 1 (2017)
Flatlinerz — U.S.A. (1994)
Gravediggaz — 6 Feet Deep (1994)
Joe — All That I Am (1997)
Amil — A.M.I.L. (All Money Is Legal) (2000)February 22Wale — Summer on Sunset (2016)
Ray J — All I Feel (2008)
Valerie June — For the Loved & Loveless (2018)
Madison McFerrin — Finding Foundations Vol. II (2018)February 21DrugRixh Hect (RX Hector) — Ian Never Had Shit (2016)
Ugly God (feat. PnB Rock) — ""Imma Dog"" (2018)
Sean Paul & David Guetta (feat. Becky G) — ""Mad Love"" (2018)
Tory Lanez — ""B.I.D"" (2018)
Wale — ""All Star Break Up"" (2018)
Tinashe (feat. Future) — ""Faded Love"" (2018)
YG — ""Suu Whoop"" (2018)February 20Kim Petras — ""Heart to Break"" (2018)
Sammi Sanchez (feat. Reykon) — ""Pum Pum"" (2018)
SOPHIE — ""Faceshopping"" (2018)
Derek Minor — ""It Is What It Is"" (2018)
Madilyn Bailey — ""Tetris"" (2018)
Sofia Reyes (feat. Jason Derulo & De La Ghetto) — ""1, 2, 3"" (2018)
The Neighbourhood — ""Void"" (2018)
PRETTYMUCH — ""10,000 Hours"" (2018)
Lauv — ""Getting Over You"" (2018)
Khalid & Normani — ""Love Lies"" (2018)
Frank Ocean — ""Moon River"" (2018)
A$AP Rocky (feat. 21 Savage, Gucci Mane & London on da Track) — ""Cocky"" (2018)
Pi'erre Bourne — ""Honeyberry"" (2017)
Pi'erre Bourne — ""Hacked My Instagram"" (2018)February 19N/AFebruary 18N/AFebruary 17N/AFebruary 16N/AFebruary 15Alyson Stoner — ""Someone to Call My Lover"" (2018)February 14Rome — Rome (1997)February 13DJ Paul & Lord Infamous — Come With Me to Hell: Part 1 (Remastered) (2014)
6LACK — ""Cutting Ties"" (2018)
Mindless Behavior — All Around the World (2013)
DJ Paul & Lord Infamous — Come With Me to Hell 2 (1995)
Joe — Ain't Nothin' Like Me (2007)February 12DJ Paul & Lord Infamous — Come With Me to Hell (1994)
Marshmello & Anne-Marie — ""FRIENDS"" (2018)
Lotto Savage — Don Slaughter (2016)
Monica — After the Storm (2003)
Gianna Adams (feat. Jhen) — ""Fallen"" (2018)February 11Thouxanbanfauni — Heavy (2015)
Thouxanbanfauni — Untitled (2016)
Brandy — Afrodisiac (2004)
August Alsina — Testimony (2014)
Thouxanbanfauni — Heavier EP (2015)
Thouxanbanfauni — 34 EP (2016)
Keith Sweat (feat. K-Ci) — ""How Many Ways"" (2018)
Parliament (feat. Scarface) — ""I'm Gon Make U Sick O'Me"" (2018)
Trinidad James — ""Zion"" (2018)
K. Michelle (feat. Nathan Jain) — ""Make This Song Cry (Nathan Jain Remix)"" (2018)
Hoodrich Pablo Juan (feat. Lil Dude & Goonew) — ""Take Down"" (2018)
Sherwood Marty — ""Wild'n"" (2018)
MadeinTYO — ""Picture Me Rollin"" (2018)
Snoop Dogg (feat. Tye Tribbett) — ""You"" (2018)
Onyx (feat. Skyzoo) — ""Ima Fuckin Rockstar"" (2018)February 10Jennifer Lopez — ""Us"" (2018)
The Aces — ""Volcanic Love"" (2018)
Tedashii — ""Smile"" (2018)
Fireflight — ""I Won't Look Back"" (2018)
Dorothy — ""Who Do You Love"" (2018)
Sonder — ""One Night Only"" (2018)
grandson — ""Overdose"" (2018)
Au/Ra — ""Panic Room"" (2018)
King Combs (feat. Chris Brown) — ""Love You Better"" (2018)
Ne-Yo — ""GOOD MAN"" (2018)
Rich The Kid — ""Plug Walk"" (2018)
Noah Cyrus (feat. MØ) — ""We Are..."" (2018)
A-Trak & Falcons (feat. Young Thug & 24hrs) — ""Ride for Me"" (2018)
Brent Faiyaz — ""Make Luv"" (2018)
Calvin Harris (feat. PARTYNEXTDOOR) — ""Nuh Ready Nuh Ready"" (2018)
Billy Paul — 360 Degrees of Billy Paul (1972)
Justin Timberlake — The 20/20 Experience - 2 of 2 (2013)February 9Goonew — Goonwick (2018)
Miilkbone — da' Miilkrate (1995)February 8Justin Timberlake — The 20/20 Experience (2010)
ARY — ""Childhood Dreams"" (2017)
Bell Biv DeVoe — ""Gangsta"" (1993)
Anjali World — Brave New World (2015)
Sabrina Carpenter — ""Smoke and Fire"" (2016)
Hodgy — Fireplace: TheNotTheOtherSide (2016)
The Aces — I Don't Like Being Honest (2017)
69 Boyz — 199Quad (1994)
Keyshia Cole — 11:11 Reset (2017)February 7The Isley Brothers — 3+3 (1973)
Mike Jones — Who Is Mike Jones? (Screwed & Chopped) (2005)
Da Youngsta's — I'll Make U Famous (1995)
Twista — Adrenaline Rush (1997)February 63LW — 3LW (2000)
Beyoncé — 4 (2012)
R. Kelly — 12 Play (1993)
B.O.N.E. Enterpri$e (Bone Thugs-N-Harmony) — Faces of Death (1993)
Mindless Behavior — #1 Girl (2011)February 5Nebu Kiniza — ""Gassed Up"" (2016)
Charlotte Lawrence — ""The Finish Line"" (2014)
Charlotte Lawrence — ""Ever After"" (2015)
Jahi Winston — ""Shine"" (2017)
Teairra Marí — ""Deserve"" (2014)
School Gyrls (FOREVER) — A Very School Gyrls Holla-Day (2010)
A1 (feat. Chris Brown & Ty Dolla $ign) — ""Always"" (2017)
Kendrick Lamar — DAMN. (2017)
Chance The Rapper — Coloring Book (2016)
Booby Gibson (feat. Brooke Valentine) — ""Nobody Knows"" (2017)
Migos & Hoodrich Pablo Juan — ""I Can"" (2017)
Migos — Culture (2017)
Zoey Dollaz — M'ap Boule (2017)
Ski Mask The Slump God — YouWillRegret (Reloaded) (2018)
Brontë — ""Salt"" (2017)
Hailee Steinfeld & BloodPop® — ""Capital Letters"" (2018)
Brontë — ""You've Got a Ticket"" (2017)February 4Playboi Carti & Lil Uzi Vert — ""Break the Bank"" (2017)
Bishop Briggs — ""Never Tear Us Apart"" (2018)
Quinn XCII — ""Iron & Steel"" (2018)
Brandi Carlile — ""Whatever You Do"" (2018)
Sarah Reeves — ""Feel the Waters"" (2018)
Busta Rhymes (feat. Missy Elliott & Kelly Rowland) — ""Get It"" (2018)
Rick Ross (feat. T-Pain & Kodak Black) — ""Florida Boy"" (2018)
RaeLynn — ""Festival"" (2018)
The Weeknd & Kendrick Lamar — ""Pray for Me"" (2018)
Molly Parden — ""Who Did You Leave for Me"" (2018)
Caitlyn Canty — ""Motel"" (2018)
Caroline Rose — ""Getting to Me"" (2018)
Fitness — ""Matter of Time"" (2018)
Thunderpussy — ""Torpedo Love"" (2018)
Trinidad Cardona — ""Dinero"" (2018)
Doja Cat — ""Roll With Us"" (2018)
TK Kravitz (feat. Jacquees) — ""Ocean"" (2018)
CLOVES — ""Bringing the House Down"" (2018)
3LAU & Nevve — ""On My Own"" (2018)
Sasha Sloan — ""Normal"" (2018)
Bone Thugs-N-Harmony — Strength & Loyalty (2007)February 3Tay-K — ""After You"" (2018)
SWV — It's About Time (1992)
Sammie — Coming of Age (2017)
Mariah Carey — The Emancipation of Mimi (2005)February 2Members Only — Members Only, Vol. 3 (2017)
Jeremih & Chance The Rapper — Merry Christmas Lil' Mama (Re-Wrapped) (2017)
Private Club Records — ILUVTPC V1 (2017)
Sauce Walka — Holy Sauce (2016)
Chris Brown, OHB & Section Boyz — Attack the Block (2016)
Goonew — Certified Goon (2017)
Chris Brown & OHB — Before da Trap: Nights in Tarzana (2016)February 1Zoedajit — ""Dracula"" (2017)
24hrs — ""RUNNIN 3X"" (2016)
24hrs — ""Last Man"" (2016)
YRN Lingo — Strawberry (2017)
YRN Lingo — Coming for Your Ice (2015)
YRN Lingo — Blue Ski (2016)
Plies — The Pussy Monster (2008)
YRN Lingo — Red Ski (2015)JanuaryJanuary 31Mango Foo — Ear Hustling (2016)
Charlotte Lawrence — ""Seventeen"" (2017)
Moon Taxi — Let the Record Play (2018)
Emmanuel Hudson & Phillip Hudson — Ratchet Du Soleil (2014)
SiR — November (2018)January 30Ray J & Chris Brown — Burn My Name (2017)
Fall Out Boy — M A N  I  A (2018)
Noname — Telefone (2016)January 29YRN Lingo — Lingo Mufasa (2017)
Famous Dex — Read About It (2017)
UnoTheActivist — Sorry for the Wait (Brooke's Interlude) (2017)
Kailee Morgue — Medusa (2018)
Julia Michaels — ""Heaven"" (2018)
Charlotte Lawrence — ""Sleep Talking"" (2017)
LEYYA — Sauna (2018)
Caitlyn Smith — Starfire (2018)
MILCK — This Is Not the End (2018)
First Aid Kit — Ruins (2018)
For All Seasons — Clarity (2018)January 28Ivy Sole — Eden (2016)
Ivy Sole — West (2017)January 27UnoTheActivist — Gift of Gab (2015)
UnoTheActivist & Thouxanbanfauni — For Christ Sake (2015)
Ravyn Lenae — Moon Shoes EP (2016)
A$AP Ant — ""Racks on Me"" (2017)
Tory Ruperto — Ruined (2018)January 26Rayana Jay — Morning After (2017)
Charlotte Lawrence — ""You're the One That I Want"" (2017)
Kent Jones — ""Merengue"" (2018)
Ace Hood — ""Uber"" (2018)
Charlotte Day Wilson — ""Nothing New"" (2018)
The Aces — ""Fake Nice"" (2018)
I'm With Her — ""Overland"" (2018)
IDK (feat. Leo Gee) — ""Vlone"" (2018)
Charlotte Lawrence — ""Just the Same"" (2018)
Elohim — ""Fuck Your Money"" (2018)
Zaytoven — Trapping Made It Happen (2017)
Beyoncé — LEMONADE (2016)
Various Artists — Damn Son Where'd You F!nd Th!s: Elevate & Extravagant Edition (2018)
Marqo 2 Fresh — 30 Nights in LA (2018)
Bruno Mars — ""The Lazy Song (Single Version)"" (2011)
Bruno Mars — Doo—Wops & Hooligans (2010)January 25Jamila Woods — HEAVN (2017)
Tammy Rivera — ""All These Kisses"" (2017)
Pell — girasoul (2017)
Alina Baraz (feat. Khalid) — ""Electric"" (2017)
Tammy Rivera (feat. Rico Love) — ""Only One"" (2017)January 24Ta-ku & Wafia — (m)edian (2016)
Queen Naija — ""Medicine"" (2017)
LIVVIA (feat. Quavo) — ""Catch a Body"" (2018)January 23Wafia — XXIX (2015)
Casey Veggies — Customized Greatly Vol. 2 (2009)
Sandra Lynn — Fight (2018)
Lil Dude — Martin Luther Luciano (2018)January 22Casey Veggies — Customized Greatly Vol. 1 (2007)
Tinashe (feat. Iggy Azalea) — ""All Hands on Deck (Remix)"" (2015)January 21Taylor Swift — reputation (2017)
Jay Z — 4:44 (2017)
Sonder — Sheath (2016)
Sonder — Undone (2016)
Sonder — Victoria (2016)January 20Wafia — VIII (2018)
Fredo Santana — Fredo Kruger (2013)
AZ — Doe or Die (1995)
Eazy-E — It's On (Dr. Dre) 187um Killa (1993)
Tyler, The Creator — ""Fuck Love"" (2009)
TTDD (Tyler, The Creator, Taco, Domo Genesis & Jasper Dolphin) — ""Love in da Mall"" (2010)
Mac Bari — ""Fuck Bron Bron"" (2016)
Fredo Santana — It's a Scary Site (2012)
Toni Braxton — ""Deadwood"" (2017)
Earl St. Clair — ""Christmas Without You"" (2017)
Anderson East — ""Girlfriend"" (2018)
Drake — Scary Hours (2018)
Remy Ma (feat. Chris Brown) — ""Melanin Magic (Pretty Brown)"" (2018)
Nipsey Hussle (feat. YG) — ""Last Time That I Checc'd"" (2018)
Lucy Dacus — ""Addictions"" (2018)
Kassi Ashton — ""California, Missouri"" (2018)
Lolo Zouaï — ""Blue"" (2018)
Betty Who — ""Ignore Me"" (2018)
Rita Ora — ""PROUD"" (2018)
Bella Thorne — ""Burn So Bright"" (2018)
Ugly God & Jacin Trill — ""lettetznow"" (2018)
Arty (feat. April Bender) — ""Sunrise"" (2018)
Keith Urban — ""Parallel Love"" (2018)
The Chainsmokers — ""Sick Boy"" (2018)
Troye Sivan — ""The Good Side"" (2018)
Justin Timberlake — ""Supplies"" (2018)January 19OG Maco & Key! — Give Em Hell (2014)
Various Artists — Above the Rim Soundtrack (1994)
Ludacris — Battle of the Sexes (2010)
Jack Mushroom — One Up (2012)January 18MC Lyte — Ain't No Other (1993)
Heltah Skeltah — Nocturnal (1996)
Tinashe (feat. Offset) — ""No Drama"" (2018)January 17Tyler, The Creator — ""Sleep Freestyle"" (2009?)
Chris Brown — Heartbreak on a Full Moon Deluxe Edition: Cuffing Season - 12 Days of Christmas (2017)January 16Yaggfu Front — Action Packed Adventure! (1993)
Channel Live — Station Identification (1995)January 15Chris Brown — Royalty (2015)
Keith Ape & Ski Mask The Slump God — ""Achoo!"" (2017)
No Plug (feat. 21 Savage) — ""A Savage"" (2017)
Flatbush ZOMBiES (feat. Deadcats) — ""Aries"" (2016)
Miranda Cosgrove — ""Dancing Crazy"" (2010)
Miranda Cosgrove — ""Raining Sunshine"" (2009)
Katy Perry (feat. Skip Marley) — ""Chained to the Rhythm"" (2017)
Kap G — ""Rings"" (2017)
Kate Kay Es — ""Working"" (2017)
Nebu Kiniza (feat. Lil Yachty) — ""Wake Up"" (2017)
Jessie J — ""Queen"" (2017)
Teenage Wrist — ""Swallow"" (2017)
Sigrid — ""Strangers"" (2017)
John Legend — ""Woodstock"" (2017)
Pell — ""chirpin'"" (2017)
MILCK — ""Quiet"" (2017)
Nipsey Hussle (feat. Swizz Beatz) — ""Been Down"" (2017)
DJ Premier (feat. A$AP Ferg) — ""Our Streets"" (2017)
Smooky MarGielaa — ""Hood"" (2017)
PLAZA — ""Pick Up"" (2017)
Gorillaz (feat. Little Simz) — ""Garage Palace"" (2017)
autumn keys — ""i can't move"" (2016)
CLAY — ""Forgotten How to Fly"" (2017)
Clean Bandit (feat. Julia Michaels) — ""I Miss You"" (2017)
Happy Sometimes — ""Love for the Weekend"" (2017)
Alina Baraz — ""Lavender and Velvet"" (2017)
Alina Baraz — ""Buzzin"" (2017)
Lamb Saga (feat. Pi'erre Bourne) — ""You Neva Know"" (2014)
DrugRixh Scarfo da Plug (Scarfo da Plug) [feat. DrugRixh Pe$o (RX Peso)] — ""Happier"" (2017)
Hayley Kiyoko — ""Sleepover"" (2017)
Kate Kay Es — ""Love Too Hard"" (2017)
Tyga — ""Temperature"" (2017)
The Black Eyed Peas — ""STREET LIVIN'"" (2018)
K CAMP — ""Cranberry Juice"" (2018)
Chris Bloom — ""Learning Curve"" (2017)
Smooky MarGielaa — ""Money Talk"" (2017)
PLAZA — ""All Mine"" (2017)
YG (feat. DJ Mustard) — ""Pop It, Shake It"" (2017)
Haley Georgia — ""Shots"" (2017)
Katelyn Tarver — ""Planez"" (2016)
Rachel Platten — ""Broken Glass"" (2017)
Kiiara (feat. Felix Snow) — ""Whippin"" (2017)
Gianna Adams — ""Dear Santa"" (2017)
Alessia Cara — ""How Far I'll Go"" (2016)
24hrs — ""You Know"" (2016)
24hrs (feat. Gucci Mane) — ""Not Impressed"" (2016)
Spiffy Global (feat. Rizzoo Rizzoo & Sauce Walka) — ""Spill Wit It"" (2017)
Smooky MarGielaa — ""The Judge"" (2017)
Jazmine Sullivan (feat. Bryson Tiller) — ""Insecure"" (2017)
Willow — ""F Q—C # 7"" (2015)
Willow — ""I Am Me"" (2012)
Louisa Johnson — ""Forever Young"" (2015)
Alicia Eris — ""Sweet Kill"" (2018)
Smooky MarGielaa — ""Vlone Flex"" (2018)January 14Chris Brown & Tyga — Fan of a Fan: The Album (2015)
Camila Cabello — Camila (2018)January 13The Neighbourhood — To Imagine (2018)
The Neighbourhood — Hard (2017)
Jade Bird — Something American (2017)
Creek Boyz — ""Trap Digits"" (2018)
Justine Skye — ""Heaven"" (2018)
Hayley Kiyoko — ""Curious"" (2018)
Rhye — ""Song for You"" (2018)
GASHI — ""Used to Be"" (2018)
First Aid Kit — ""Ruins"" (2018)
Audrey Assad — ""Drawn to You"" (2018)
Jade Bird — ""Lottery"" (2018)January 12Dua Lipa — ""IDGAF"" (2018)
Codes — Club Meditation (2018)
Eminem (feat. 2 Chainz & Phresher) — ""Chloraseptic (Remix)"" (2018)
Kali Uchis (feat. Tyler, The Creator & Bootsy Collins) — ""After the Storm"" (2018)
Troye Sivan — ""My My My!"" (2018)
Jay Rock, Kendrick Lamar & Future — ""King's Dead"" (2018)
Various Artists — Christmas on Death Row (1996)
Mad Flava — From tha Ground Unda (1994)
Chris Brown — Before the Party (2015)January 11OCHO AOK — ""Cookin'"" (2017)
Chris Brown — X Files (2013)January 10Chris Brown — X (2014)
Chris Brown — Fortune (2012)January 9Machine Gun Kelly — bloom (2017)
Gucci Mane — El Gato: The Human Glacier (2017)
Travis Scott & Quavo — Huncho Jack, Jack Huncho (2017)
Nohidea & Sleepdealer — Nowhere (2017)
Smoke Trees — Best of Tinder-Dates (2017)
Ayo & Teo — ""Like Us"" (2017)
Swoope — ""Never Left"" (2017)
Cassie — ""Don't Play It Safe"" (2017)
Snoop Dogg & Boyz II Men — ""Santa Claus Goes Straight to the Ghetto 2017"" (2017)
Migos — ""Stir Fry"" (2017)
Cardi B (feat. 21 Savage) — ""Bartier Cardi"" (2017)January 824hrs — Open EP (2016)
Various Artists — Murder Was the Case Soundtrack (1994)
Various Artists — The Show Soundtrack (1995)
Chris Brown — F.A.M.E. (2011)
Lucy Dacus — ""Night Shift"" (2017)
Wafia — ""Only Love"" (2017)
Creek Boyz (feat. Lil Yachty) — ""With My Team (Remix)"" (2017)
Sylvan Esso — ""There Are Many Ways to Say I Love You"" (2017)
Timbaland (feat. 6LACK) — ""Grab the Wheel"" (2017)
Kim Petras (feat. lil aaron) — ""Faded"" (2017)
Charli XCX — Pop 2 (2017)
N.E.R.D — NO_ONE EVER REALLY DIES (2017)
Eminem — Revival (2017)January 7Hoodrich Pablo Juan — Master Sensei (2016)January 6Hoodrich Pablo Juan — Rich Hood (2018)
Caitlyn Smith — ""Contact High"" (2018)
Joan As Police Woman — ""Tell Me"" (2018)
MILCK — ""This Is Not the End"" (2018)
Darlene McCoy — ""Even Me"" (2018)
Rosie Carney — ""K."" (2018)
Arlissa & Jonas Blue — ""Hearts Ain't Gonna Lie"" (2018)
H.E.R. — ""My Song"" (2018)
cupcakKe — Ephorize (2018)
Lil Pump — ""Designer"" (2018)
I'm With Her — ""Game to Lose"" (2018)
Bruno Mars (feat. Cardi B) — ""Finesse (Remix)"" (2017)January 5Liam Payne & Rita Ora — ""For You"" (2018)
Kendrick Lamar & SZA — ""All the Stars"" (2018)
Justin Timberlake — ""Filthy"" (2018)January 4Playboi Carti — In Abundance (2016)
Lil Dude — Luciano 2.0 (2017)
Lil Dude & Goonew — Homicide Boyz (2017)January 3The Jet Age of Tomorrow — God's Poop or Clouds? (2017)
POWERS — ""Georgie"" (2017)
Morningsiders — ""Somewhere in Between"" (2017)
Lost Kings — ""Don't Call"" (2017)
Camila Cabello — ""Real Friends"" (2017)
Migos & Marshmello — ""Danger"" (2017)
6ix9ine — ""KOODA"" (2017)
Trippie Redd (feat. Travis Scott) — ""Dark Knight Dummo"" (2017)
London on da Track (feat. Young Thug, Ty Dolla $ign, Jeremih & YG) — ""Whatever You On"" (2017)
Riley Clemmons — ""Broken Prayers"" (2017)
K. Michelle — KIMBERLY: The People I Used to Know (2017)
T.I. (feat. Young Thug, Lil Wayne & Jeezy) — ""About the Money (Remix)"" (2014)January 2Camila Cabello — ""Never Be the Same"" (2017)
Luke Bryan — What Makes You Country (2017)
Big Sean & Metro Boomin — Double or Nothing (2017)
The Jackson 5 — ABC (1970)January 1Aaliyah — Aaliyah (2001)
Hoodrich Pablo Juan (feat. Marlo) — ""The 9 + Z6ne"" (2017)
Chris Brown — In My Zone 2 (2010)
Pell [feat. brandUn DeShay (Ace Hashimoto)] — ""All in a Day's Work"" (2016)
Ace Hashimoto (feat. RAU DEF) — ""Don't Pick Up"" (2017)
Playboi Carti (feat. MadeinTYO, Lil Yachty & UnoTheActivist) — ""WHAT (Remix)"" (2016)
Waka Flocka Flame — Salute Me or Shoot Me 2.5 (2009)
Chris Brown — In My Zone: Rhythm & Streets (2010)2Embed"
96,bike back,['Blak Ryno'],reggae,35Dh7WSf3vVJZ5UYPuXlxk,"[Intro]
Hey Rvssian...
You no see say a we di gyal dem have a crush on
Haha... cho
Gyal a scream fi touch hand
A Ryno!
Gyal just come
Gyal come sit down

[Chorus]
Pon da bike yah
Hold on tight pon di bike back, girl
'Cause you done know say, Ryno like that (hmm)
Come make me put you pon di bike back
Hold on tight pon da bike yah, girl
You know Rvssian and Blak Ryno like that (hmm)
[Verse 1]
Me is a bwoy weh nuh romp up
When mi done ride, belly fi a cramp up
Come a me fi get yuh bike license title
And yuh registration stamp up
Gyyaaal if yuh fraid a police
Me will do di searching fi him, put yuh hands up
If yuh paper nuh straight follow me a mi gate
A mi yard a weh mi keep di handcuff
Hmm... yah

[Chorus]
Pon da bike yah
Hold on tight pon di bike back, girl
'Cause you done know say, Ryno like that (hmm)
Come make me put you pon di bike back
Hold on tight pon da bike yah girl
You know Rvssian and Blak Ryno like that (hmm)

[Verse 2]
She seh hurry
Me fi be case
Da gyal yah waan me fi race
At 180 she waan me fi pace
Gyal mind yuh drop off and chip up yuh face
Den she seh she can deal with it
Shot dat mi fi shot dat and wheelie
Me seh... that over di speed limit
But bawl, she bawl out when me skid it
Hmm...
[Chorus]
Pon da bike yah
Hold on tight pon di bike back, girl
'Cause you done know say, Ryno like that (hmm)
Come make me put you pon di bike back
Hold on tight pon da bike yah girl
You know Rvssian and Blak Ryno like that (hmm)Embed"
